1.065000;10000000
11.494000;100000000
0.445000;100000000
0.749000;100000000
0.378000;100000000
0.333000;100000000
0.357000;100000000
0.332000;100000000
0.395000;100000000
0.363000;100000000
0.313000;100000000
0.494000;100000000
0.416000;100000000
0.419000;100000000
0.366000;100000000
0.308000;100000000
0.478000;100000000
0.323000;100000000
0.426000;100000000
0.388000;100000000
0.352000;100000000
0.422000;100000000
0.111000;100000000
0.092000;100000000
0.091000;100000000
0.324000;100000000
0.373000;100000000
0.345000;100000000
0.470000;100000000
0.418000;100000000
0.371000;100000000
0.369000;100000000
0.345000;100000000
0.375000;100000000
0.437000;100000000
0.578000;100000000
0.640000;100000000
0.562000;100000000
6.312000;1000000000
7.375000;1000000000
4.188000;1000000000
3.484000;1000000000
3.687000;1000000000
3.515000;1000000000
3.609000;1000000000
4.312000;1000000000
3.344000;1000000000
0.046000;10000000
0.328000;100000000
3.688000;1000000000
4.219000;1000000000
3.368000;1000000000
4.242000;1000000000
1.422000;1000000000
3.381000;1000000000
4.179000;1000000000
3.722000;1000000000
3.351000;1000000000
1.131000;1000000000
1.116000;1000000000
1.140000;1000000000
1.154000;1000000000
1.120000;1000000000
1.144000;1000000000
1.275000;1000000000
1.578000;1000000000
1.233000;1000000000
