4.090000;1000000000
3.914000;1000000000
3.303000;1000000000
3.385000;1000000000
3.801000;1000000000
3.507000;1000000000
3.533000;1000000000
3.524000;1000000000
3.540000;1000000000
3.524000;1000000000
3.538000;1000000000
3.520000;1000000000
3.524000;1000000000
3.532000;1000000000
3.527000;1000000000
3.533000;1000000000
3.528000;1000000000
3.530000;1000000000
3.520000;1000000000
3.529000;1000000000
3.372000;1000000000
3.363000;1000000000
3.376000;1000000000
3.375000;1000000000
3.372000;1000000000
3.368000;1000000000
3.391000;1000000000
3.373000;1000000000
3.399000;1000000000
3.360000;1000000000
3.418000;1000000000
3.388000;1000000000
3.402000;1000000000
3.390000;1000000000
3.369000;1000000000
3.382000;1000000000
3.346000;1000000000
3.367000;1000000000
3.362000;1000000000
3.395000;1000000000
3.388000;1000000000
3.361000;1000000000
3.384000;1000000000
3.511000;1000000000
18.833000;1000000000
18.839000;1000000000
21.461000;1000000000
19.232000;1000000000
1.234000;1000000000
1.219000;1000000000
0.124000;100000000
0.130000;100000000
0.118000;100000000
0.126000;100000000
0.129000;100000000
0.121000;100000000
0.129000;100000000
0.135000;100000000
0.125000;100000000
0.130000;100000000
0.134000;100000000
0.114000;100000000
0.130000;100000000
0.127000;100000000
0.134000;100000000
0.136000;100000000
0.113000;100000000
0.133000;100000000
0.130000;100000000
0.125000;100000000
0.131000;100000000
0.127000;100000000
0.115000;100000000
0.130000;100000000
0.127000;100000000
0.127000;100000000
0.132000;100000000
0.115000;100000000
0.132000;100000000
0.128000;100000000
0.115000;100000000
0.128000;100000000
0.128000;100000000
0.125000;100000000
0.132000;100000000
0.129000;100000000
0.113000;100000000
0.132000;100000000
0.126000;100000000
0.123000;100000000
0.132000;100000000
0.121000;100000000
0.129000;100000000
0.132000;100000000
0.116000;100000000
0.126000;100000000
0.132000;100000000
0.114000;100000000
0.131000;100000000
0.131000;100000000
0.116000;100000000
0.136000;100000000
0.130000;100000000
0.114000;100000000
0.132000;100000000
0.128000;100000000
0.118000;100000000
0.132000;100000000
0.119000;100000000
0.128000;100000000
0.131000;100000000
0.115000;100000000
0.127000;100000000
0.129000;100000000
0.127000;100000000
0.141000;100000000
0.126000;100000000
0.136000;100000000
0.143000;100000000
0.129000;100000000
0.143000;100000000
0.139000;100000000
0.135000;100000000
0.116000;100000000
0.114000;100000000
0.116000;100000000
0.127000;100000000
0.125000;100000000
0.153000;100000000
0.128000;100000000
0.141000;100000000
0.117000;100000000
0.149000;100000000
0.134000;100000000
0.128000;100000000
0.150000;100000000
0.154000;100000000
0.117000;100000000
0.142000;100000000
0.155000;100000000
0.143000;100000000
0.144000;100000000
0.151000;100000000
0.152000;100000000
0.134000;100000000
0.121000;100000000
0.151000;100000000
0.137000;100000000
0.136000;100000000
0.116000;100000000
1.031000;100000000
1.030000;100000000
0.895000;100000000
0.913000;100000000
0.908000;100000000
0.907000;100000000
0.914000;100000000
1.102000;100000000
1.102000;100000000
1.099000;100000000
1.112000;100000000
1.113000;100000000
0.855000;100000000
0.853000;100000000
0.857000;100000000
0.856000;100000000
0.865000;100000000
1.154000;100000000
1.092000;100000000
1.098000;100000000
1.082000;100000000
1.099000;100000000
1.130000;100000000
1.131000;100000000
1.134000;100000000
1.143000;100000000
0.865000;100000000
3.173000;100000000
3.168000;100000000
3.185000;100000000
3.204000;100000000
3.148000;100000000
3.191000;100000000
3.194000;100000000
3.198000;100000000
2.477000;100000000
3.136000;100000000
2.732000;100000000
2.706000;100000000
2.727000;100000000
3.193000;100000000
2.817000;100000000
2.814000;100000000
2.819000;100000000
3.190000;100000000
3.144000;100000000
3.140000;100000000
16.397000;100000000
23.520000;100000000
